region,no_of_trainings,previous_year_rating,length_of_service,avg_training_score,is_promoted,Female,Male,awards_0,awards_1,KPI_0,KPI_1,qualification
0,1,1.0,8,52,0,0,1,1,0,1,0,0.0858517477042469
2,1,3.0,6,56,0,0,1,1,0,1,0,0.0879395086855359
1,2,4.0,2,76,0,0,1,1,0,0,1,0.09042262158374971
1,1,1.0,7,60,0,0,1,1,0,0,1,0.0870136250070756
2,1,5.0,8,46,1,0,1,1,0,0,1,0.08584184523269907
1,2,3.0,3,51,0,0,1,1,0,0,1,0.08087469073155129
1,1,4.0,8,80,0,0,1,1,0,1,0,0.08553692061808038
2,5,4.0,4,63,0,0,1,1,0,1,0,0.08840103807948241
2,1,3.0,14,79,0,0,1,1,0,1,0,0.09041935552100067
1,1,4.0,8,53,0,0,1,1,0,1,0,0.09635313584490046
0,1,1.0,6,45,0,0,1,1,0,1,0,0.08681262753196273
1,1,4.0,6,50,0,0,1,1,0,1,0,0.07610402152481527
1,1,3.0,5,49,0,1,0,1,0,1,0,0.08085471198449629
0,1,2.0,3,50,0,0,1,1,0,1,0,0.07994955191325777
1,1,4.0,3,50,0,0,1,1,0,0,1,0.07608370093195499
1,1,4.0,2,53,0,0,1,1,0,0,1,0.08274854495732176
1,2,3.0,2,52,0,0,1,1,0,1,0,0.0760656542646514
1,1,2.0,4,84,0,0,1,1,0,1,0,0.09040100562785147
1,1,3.0,3,61,0,0,1,1,0,1,0,0.09385359286005995
1,1,5.0,6,60,0,1,0,1,0,0,1,0.08699866989367655
1,1,3.0,5,60,0,0,1,1,0,1,0,0.08699186938952291
2,1,2.0,8,52,0,0,1,1,0,1,0,0.086785322365057
2,1,1.0,4,75,0,0,1,1,0,1,0,0.08837296040981231
2,2,5.0,7,85,0,0,1,1,0,0,1,0.10184107334169774
2,1,5.0,8,47,0,1,0,1,0,1,0,0.08677780747484887
1,1,4.0,3,59,0,1,0,1,0,1,0,0.08787645261140564
1,1,1.0,4,49,0,0,1,1,0,1,0,0.07992484980019061
2,1,3.0,10,81,0,0,1,1,0,1,0,0.09632979555776362
2,1,4.0,4,55,0,1,0,1,0,1,0,0.09381638264445218
1,1,1.0,16,57,0,0,1,1,0,1,0,0.086860711582405
2,1,5.0,6,58,0,1,0,1,0,0,1,0.08786182950749423
2,1,2.0,6,49,0,0,1,1,0,0,1,0.0961992693495247
2,1,3.0,6,56,0,0,1,1,0,0,1,0.10318303119415632
1,1,3.0,7,68,0,0,1,1,0,1,0,0.08835230825559048
1,1,2.0,12,80,0,0,1,1,0,1,0,0.09630855802468041
2,1,4.0,6,65,0,0,1,0,1,0,1,0.09379046036110404
1,1,1.0,2,71,0,0,1,1,0,1,0,0.08834132298389748
2,1,2.0,4,69,0,1,0,1,0,1,0,0.09427334212406446
2,1,5.0,5,49,0,0,1,1,0,1,0,0.0808004524142721
0,1,4.0,7,51,0,0,1,1,0,1,0,0.08673449625344391
1,2,3.0,3,75,0,1,0,1,0,1,0,0.09034776427166835
1,1,2.0,15,70,0,1,0,1,0,1,0,0.08831968638190357
1,1,5.0,5,49,0,0,1,1,0,0,1,0.08078828256449437
2,1,4.0,3,56,0,0,1,1,0,1,0,0.09376905383782193
1,1,2.0,5,82,0,0,1,1,0,1,0,0.09033394781173898
2,2,2.0,3,82,0,0,1,1,0,1,0,0.09121770737349177
1,1,3.0,3,88,0,0,1,1,0,1,0,0.08635404786335155
0,1,1.0,4,60,0,0,1,1,0,1,0,0.08781573808589538
0,1,3.0,11,82,1,0,1,1,0,1,0,0.0951322906243753
2,1,1.0,10,50,0,0,1,1,0,1,0,0.08676053636817392
1,1,5.0,6,79,0,0,1,1,0,0,1,0.08545077828333679
1,1,4.0,5,50,0,0,1,1,0,0,1,0.07987741974369879
1,1,1.0,9,45,0,0,1,1,0,1,0,0.08078191263875488
2,1,4.0,2,83,0,0,1,1,0,0,1,0.08543539827534063
2,1,2.0,2,54,0,1,0,1,0,1,0,0.07510272621408899
1,1,3.0,7,77,0,1,0,1,0,1,0,0.0971839994490017
1,1,3.0,8,79,0,0,1,1,0,1,0,0.09120244259346307
1,2,4.0,6,78,0,0,1,1,0,1,0,0.09119182841763844
1,1,5.0,11,57,0,1,0,1,0,0,1,0.08690678218692716
1,1,5.0,3,72,0,1,0,1,0,0,1,0.08925576050785872
1,1,4.0,2,65,1,0,1,1,0,1,0,0.0798577645157915
1,1,4.0,16,56,0,1,0,1,0,1,0,0.08088432470764612
2,3,3.0,6,49,0,0,1,1,0,1,0,0.07991399144772998
2,4,3.0,3,84,1,0,1,1,0,0,1,0.09229268273892322
1,1,1.0,13,46,0,0,1,1,0,1,0,0.08590025348609003
2,1,3.0,2,61,0,1,0,1,0,1,0,0.08177498749499008
1,1,5.0,7,69,0,0,1,1,0,0,1,0.08836243087733664
1,1,4.0,5,47,0,0,1,1,0,0,1,0.07990140759185967
1,4,3.0,2,56,0,0,1,1,0,1,0,0.07989640380119047
1,1,4.0,9,80,0,1,0,1,0,0,1,0.09028600170348229
2,1,5.0,5,84,0,0,1,1,0,0,1,0.08551671886729062
1,1,3.0,5,68,0,0,1,1,0,1,0,0.08834260944953598
2,3,4.0,5,76,0,1,0,1,0,0,1,0.09718674524304045
2,2,2.0,11,51,0,0,1,1,0,1,0,0.07988368276241033
0,1,2.0,3,59,0,0,1,1,0,0,1,0.08690160588043916
2,1,3.0,3,62,0,1,0,1,0,1,0,0.08924882547530742
2,2,2.0,5,49,0,0,1,1,0,1,0,0.0798749849717202
1,1,5.0,6,53,0,0,1,1,0,1,0,0.09605210498489032
2,1,2.0,8,54,0,0,1,1,0,1,0,0.08199550085325902
2,1,5.0,2,59,0,0,1,1,0,1,0,0.0878084104296949
2,3,1.0,2,73,0,1,0,1,0,1,0,0.08831504639395256
2,3,5.0,2,63,1,0,1,1,0,0,1,0.0868820983420479
2,1,5.0,5,83,0,0,1,1,0,1,0,0.08641942690998426
1,1,1.0,7,71,0,0,1,1,0,1,0,0.08833285068812091
1,1,4.0,3,68,0,0,1,1,0,1,0,0.08922500489623984
2,1,4.0,7,61,0,0,1,1,0,1,0,0.09293401860622058
1,1,4.0,4,60,0,0,1,1,0,1,0,0.0869400518810975
2,1,3.0,3,94,1,0,1,1,0,1,0,0.09715811763557936
1,1,5.0,2,57,0,0,1,1,0,1,0,0.06902970029996354
1,1,3.0,9,84,0,0,1,1,0,1,0,0.09151245698395129
1,4,3.0,4,71,0,0,1,1,0,1,0,0.08923328936126984
1,1,5.0,6,58,0,0,1,1,0,0,1,0.08785222074908831
1,1,3.0,5,51,0,0,1,1,0,1,0,0.08079821017134436
1,1,3.0,2,79,0,0,1,1,0,1,0,0.09032562463744213
1,2,2.0,6,71,0,0,1,1,0,1,0,0.08829435145651603
0,1,3.0,3,79,0,0,1,1,0,1,0,0.09123602269056165
2,2,5.0,10,84,0,0,1,1,0,0,1,0.09241699648710185
0,1,5.0,3,71,0,0,1,1,0,0,1,0.08828372237701139
1,1,4.0,5,81,0,0,1,1,0,1,0,0.08638544159416905
1,1,1.0,3,56,0,1,0,1,0,1,0,0.06899108087447184
1,1,2.0,2,94,1,1,0,1,0,1,0,0.09207077454369585
2,1,5.0,5,88,1,1,0,1,0,0,1,0.0854520642704814
2,1,4.0,10,48,0,0,1,1,0,0,1,0.08589532211812423
1,2,1.0,5,53,0,0,1,1,0,1,0,0.08081092409039041
1,1,5.0,3,47,0,0,1,1,0,1,0,0.07600992173148287
0,1,3.0,17,81,0,0,1,1,0,1,0,0.09038655402041139
1,1,5.0,3,45,0,0,1,1,0,1,0,0.08107605383594954
1,1,3.0,3,62,0,0,1,1,0,1,0,0.08785519805103041
1,1,5.0,13,78,0,0,1,1,0,0,1,0.09730242189182232
1,1,3.0,2,70,0,1,0,1,0,1,0,0.0942921745166881
2,1,3.0,5,63,1,0,1,1,0,0,1,0.08683237140098234
1,2,5.0,4,47,0,0,1,1,0,0,1,0.08591620693699874
1,1,5.0,7,67,0,1,0,1,0,0,1,0.08920460869335041
2,1,3.0,9,51,0,1,0,1,0,1,0,0.08109033911925552
1,2,3.0,5,52,0,0,1,1,0,1,0,0.07988254393308285
2,2,1.0,4,51,0,0,1,1,0,1,0,0.08681033633055717
1,1,4.0,7,66,0,0,1,1,0,1,0,0.0952116435503015
1,1,4.0,3,64,0,0,1,1,0,0,1,0.09429402314595904
1,2,3.0,7,53,0,0,1,1,0,0,1,0.07987367514070537
2,3,4.0,10,71,0,0,1,1,0,0,1,0.09428109874575007
1,1,3.0,2,63,0,0,1,1,0,0,1,0.08692672290110576
1,1,4.0,14,83,0,0,1,1,0,0,1,0.08647358860211975
2,1,5.0,3,48,0,1,0,1,0,0,1,0.08077299334116599
2,1,1.0,3,60,0,0,1,1,0,1,0,0.0878251907291024
1,1,4.0,7,71,0,0,1,1,0,1,0,0.09426817841861533
2,1,3.0,10,61,0,0,1,1,0,1,0,0.08794082891596257
1,1,5.0,18,45,0,0,1,1,0,0,1,0.08586762325022303
1,1,5.0,5,55,0,1,0,1,0,0,1,0.07985355507504895
1,1,5.0,8,57,0,0,1,1,0,1,0,0.10902491809049468
1,1,2.0,8,52,0,0,1,1,0,1,0,0.07984856286564972
1,1,3.0,6,59,0,1,0,1,0,1,0,0.09381571728001015
1,1,2.0,8,59,0,0,1,1,0,1,0,0.09289904957684646
1,2,3.0,3,84,0,0,1,1,0,1,0,0.07593999845729026
0,1,4.0,12,51,0,0,1,1,0,1,0,0.08074788612207866
0,2,1.0,2,50,0,0,1,1,0,1,0,0.0798374584752324
2,1,1.0,4,78,0,0,1,1,0,1,0,0.09725807986270374
2,1,2.0,4,53,0,1,0,1,0,1,0,0.08673715661108018
1,2,4.0,7,48,0,0,1,1,0,0,1,0.08582721979554332
2,1,2.0,4,50,0,0,1,1,0,1,0,0.08073007727405672
1,1,4.0,5,62,0,1,0,1,0,1,0,0.08688289796862647
1,1,5.0,4,50,0,0,1,1,0,1,0,0.07982006985199687
1,1,5.0,2,45,0,0,1,1,0,0,1,0.07685198729864957
2,2,5.0,3,85,0,1,0,1,0,1,0,0.08643253331520279
2,1,3.0,3,68,1,1,0,1,0,1,0,0.08952173227151487
0,2,3.0,6,70,0,0,1,1,0,1,0,0.08822029372093439
1,1,1.0,7,80,0,0,1,1,0,1,0,0.09125425419640802
1,1,3.0,9,58,0,1,0,1,0,1,0,0.09290803570814012
2,1,3.0,5,58,0,0,1,1,0,1,0,0.09289928069858737
1,1,4.0,4,75,0,0,1,1,0,1,0,0.09723824595976253
1,1,4.0,2,76,0,0,1,1,0,0,1,0.09030891902086628
1,1,5.0,31,50,0,0,1,1,0,1,0,0.08579598535174272
2,1,5.0,11,52,0,0,1,1,0,0,1,0.08671716519609361
1,2,3.0,3,77,0,0,1,1,0,0,1,0.09029739420401312
1,1,5.0,14,49,0,0,1,1,0,1,0,0.08072215496434149
2,1,4.0,8,77,0,0,1,1,0,0,1,0.09028619608455668
0,2,3.0,4,47,0,0,1,1,0,1,0,0.07978841838491214
0,1,1.0,2,50,0,0,1,1,0,1,0,0.07978343502435617
0,1,5.0,2,84,0,0,1,1,0,0,1,0.08549405767151315
1,1,2.0,10,48,0,0,1,1,0,1,0,0.08576902435128368
1,1,2.0,9,50,0,0,1,1,0,1,0,0.07977202704880086
1,1,5.0,4,51,0,0,1,1,0,0,1,0.07976704598231532
2,1,3.0,5,60,0,1,0,1,0,1,0,0.08095029685723278
1,1,3.0,3,47,0,0,1,1,0,1,0,0.0797595021338457
1,1,3.0,6,55,0,0,1,1,0,1,0,0.08780494435125448
1,1,3.0,2,48,0,0,1,1,0,1,0,0.08574904102006531
2,1,5.0,8,52,0,0,1,1,0,1,0,0.08189127780252496
1,1,5.0,8,86,0,0,1,1,0,1,0,0.09239375742489046
1,1,5.0,10,58,0,0,1,1,0,1,0,0.08092659112248667
1,1,3.0,2,81,0,1,0,1,0,0,1,0.10906642701464016
1,1,3.0,8,74,0,0,1,1,0,1,0,0.08817202497448068
2,1,5.0,4,49,0,0,1,1,0,1,0,0.07974441875122185
2,1,3.0,4,60,1,0,1,1,0,1,0,0.0857291426793199
1,1,2.0,12,49,0,0,1,1,0,1,0,0.08672615163443592
2,1,1.0,4,88,0,0,1,1,0,1,0,0.09148182303564373
0,1,1.0,13,52,0,0,1,1,0,1,0,0.07978148090051872
2,2,3.0,3,58,0,1,0,1,0,0,1,0.08778730859038393
1,1,3.0,14,80,0,1,0,1,0,1,0,0.09626347336286889
1,3,2.0,3,56,0,0,1,1,0,1,0,0.08685672074298229
1,1,2.0,8,62,0,0,1,1,0,0,1,0.08777470590776605
1,1,1.0,5,72,0,1,0,1,0,1,0,0.09417850478134525
1,1,4.0,10,57,0,1,0,1,0,1,0,0.09285319085512049
1,1,3.0,2,74,0,0,1,1,0,0,1,0.10889773724393319
2,1,2.0,3,84,0,0,1,1,0,0,1,0.0863704556491322
0,1,3.0,6,61,0,1,0,1,0,1,0,0.08683643085858576
1,1,2.0,16,69,0,0,1,1,0,1,0,0.08907709931246217
2,1,4.0,4,60,0,1,0,1,0,1,0,0.09283880934243864
2,1,4.0,2,53,0,1,0,1,0,1,0,0.07493634260179695
1,1,2.0,8,46,0,1,0,1,0,1,0,0.0857668499218051
2,1,3.0,5,53,0,0,1,1,0,1,0,0.08668742675240941
2,1,3.0,7,50,0,0,1,1,0,1,0,0.07975229562968589
2,1,4.0,4,79,0,0,1,1,0,1,0,0.09021370246590359
1,1,4.0,16,75,0,0,1,1,0,1,0,0.09413767368671827
1,1,4.0,4,85,0,0,1,1,0,0,1,0.08541888271567699
1,1,5.0,24,46,0,0,1,1,0,0,1,0.08667444719368644
1,1,3.0,7,64,0,0,1,1,0,1,0,0.07582392799971274
1,1,5.0,20,70,0,1,0,1,0,0,1,0.09411860552910876
1,6,1.0,19,51,0,0,1,1,0,1,0,0.0806657725878418
2,2,2.0,7,81,0,1,0,1,0,1,0,0.09112400112346782
1,1,5.0,2,48,0,0,1,1,0,1,0,0.0866525129433946
1,1,3.0,5,64,0,0,1,1,0,1,0,0.09372132319110245
1,1,3.0,5,57,1,1,0,1,0,0,1,0.08680191129673613
0,1,3.0,7,50,0,0,1,1,0,1,0,0.07975819636914096
1,1,5.0,8,51,0,0,1,1,0,0,1,0.08066006068179336
0,2,3.0,9,86,0,0,1,1,0,1,0,0.08633312602994726
2,1,3.0,4,48,1,1,0,1,0,0,1,0.08572833831378897
2,1,3.0,3,81,0,1,0,1,0,1,0,0.09111496738493814
1,1,3.0,33,81,0,1,0,1,0,1,0,0.09110440585208929
2,4,4.0,2,60,1,0,1,1,0,0,1,0.07979218471989315
0,1,5.0,5,73,0,0,1,1,0,0,1,0.09110655058509139
2,1,4.0,4,49,0,0,1,1,0,0,1,0.09577851914121682
1,1,4.0,9,49,0,0,1,1,0,1,0,0.07496979580542633
2,1,1.0,12,49,0,0,1,1,0,0,1,0.08671156247240915
1,1,4.0,7,61,0,0,1,1,0,1,0,0.0877675714091302
1,1,3.0,2,47,0,0,1,1,0,1,0,0.07495329723359388
2,1,4.0,8,54,0,0,1,1,0,1,0,0.08070216429304795
1,1,3.0,7,63,0,1,0,1,0,1,0,0.08775610959685043
0,1,3.0,6,71,1,0,1,1,0,1,0,0.09289021301726787
1,1,4.0,2,48,0,1,0,1,0,0,1,0.0798484080167459
2,1,3.0,9,69,1,1,0,1,0,1,0,0.087787573529247
1,2,3.0,10,72,0,0,1,1,0,0,1,0.09507819995059953
2,1,3.0,4,55,0,0,1,1,0,0,1,0.08699347285443314
1,2,5.0,10,63,1,0,1,1,0,1,0,0.0867370133924907
1,1,5.0,12,51,0,0,1,1,0,1,0,0.0807708413108444
2,1,3.0,2,82,1,0,1,1,0,1,0,0.11214856732191185
2,1,2.0,3,50,0,1,0,1,0,1,0,0.07495779965148157
1,1,3.0,8,76,0,1,0,1,0,0,1,0.0911903048321623
2,1,3.0,17,51,0,0,1,1,0,1,0,0.08595303093606439
2,3,4.0,8,46,0,0,1,1,0,0,1,0.08594606928623609
2,1,5.0,10,55,0,0,1,1,0,0,1,0.0930493248153889
1,1,5.0,5,44,0,0,1,1,0,0,1,0.0961217374565082
2,1,1.0,7,60,0,1,0,1,0,1,0,0.09392953775523376
1,1,5.0,7,62,1,0,1,1,0,1,0,0.08188812282994858
2,1,5.0,9,98,1,1,0,1,0,1,0,0.08817256265259081
1,1,1.0,7,48,0,0,1,1,0,1,0,0.0807840022304483
1,1,4.0,2,77,0,0,1,1,0,1,0,0.09031687782786575
1,1,4.0,6,59,0,0,1,1,0,0,1,0.08699270066077064
1,1,5.0,8,58,0,1,0,1,0,1,0,0.09306996548223011
0,1,3.0,17,81,0,0,1,1,0,1,0,0.0903028235568818
1,1,3.0,3,51,0,0,1,1,0,1,0,0.07605178325781804
0,1,5.0,3,45,0,0,1,1,0,0,1,0.07603582021019444
1,2,3.0,3,88,0,0,1,1,0,1,0,0.0863696727144649
1,1,5.0,4,57,0,1,0,1,0,0,1,0.08697437188577989
0,1,4.0,6,57,1,0,1,1,0,0,1,0.08696760901681459
2,1,3.0,2,50,1,0,1,1,0,0,1,0.08077750934578388
1,1,4.0,4,62,0,0,1,1,0,0,1,0.08794449740047665
1,1,3.0,10,47,0,0,1,1,0,1,0,0.08083774952985229
0,1,1.0,7,51,0,0,1,1,0,1,0,0.08689564035674964
2,1,5.0,3,84,1,1,0,1,0,0,1,0.0819885645295809
1,1,5.0,5,70,1,0,1,1,0,1,0,0.08100093123471518
1,1,2.0,7,51,0,0,1,1,0,1,0,0.08604172577686366
2,2,2.0,6,47,0,0,1,1,0,1,0,0.08085861330467621
0,1,3.0,3,80,0,1,0,1,0,1,0,0.08552970371746689
1,1,3.0,3,50,0,0,1,1,0,1,0,0.07518641486459265
1,2,1.0,2,78,0,0,1,0,1,0,1,0.09374892648961053
2,1,4.0,5,44,0,0,1,1,0,1,0,0.08692491317936989
1,2,4.0,7,60,0,1,0,1,0,0,1,0.08795611576147479
2,3,4.0,13,60,0,0,1,1,0,0,1,0.08705729046416939
1,1,3.0,18,70,0,1,0,1,0,1,0,0.09437822441489259
1,1,3.0,10,55,0,0,1,1,0,1,0,0.09312110400351643
0,1,5.0,2,78,0,0,1,1,0,0,1,0.0815861613788436
1,1,1.0,5,50,0,0,1,1,0,1,0,0.08084036294140094
1,2,3.0,10,78,0,0,1,1,0,1,0,0.09032965761392459
2,1,4.0,4,50,1,1,0,1,0,0,1,0.08600500747615497
1,1,3.0,3,84,0,0,1,1,0,1,0,0.08551944722071275
2,1,5.0,2,61,0,0,1,1,0,0,1,0.10320382752629331
1,1,3.0,5,60,0,1,0,1,0,0,1,0.08792868147888916
1,1,3.0,5,74,0,0,1,1,0,0,1,0.09439854858910941
1,1,5.0,6,54,0,1,0,1,0,1,0,0.07997646655659317
2,4,3.0,7,52,0,0,1,1,0,1,0,0.08606903583909453
2,1,3.0,5,68,0,1,0,1,0,1,0,0.08828666813849984
1,2,5.0,10,59,0,1,0,1,0,0,1,0.0940147396144561
1,1,3.0,3,48,0,0,1,1,0,1,0,0.0960638548030986
2,3,3.0,4,42,0,0,1,1,0,1,0,0.08084601447595959
1,1,5.0,9,69,0,0,1,1,0,0,1,0.09436967699991679
1,1,5.0,4,59,1,1,0,0,1,0,1,0.09311645746744712
1,2,5.0,5,72,0,0,1,1,0,0,1,0.08915061203309864
2,1,2.0,2,88,0,1,0,1,0,1,0,0.09162922518380841
2,1,5.0,9,45,0,0,1,1,0,0,1,0.08083745414348643
1,1,1.0,8,61,0,1,0,1,0,0,1,0.0870765540393531
1,1,5.0,12,65,0,1,0,1,0,1,0,0.08706979043414505
1,1,3.0,4,78,0,0,1,1,0,1,0,0.09119435667285285
1,1,4.0,6,60,0,0,1,1,0,0,1,0.08706191030796424
1,1,1.0,12,59,0,1,0,1,0,1,0,0.09317846190906424
2,1,5.0,5,72,0,1,0,1,0,0,1,0.08826144247227292
1,1,2.0,3,51,0,0,1,1,0,0,1,0.0860746000612715
1,3,5.0,5,61,0,1,0,1,0,1,0,0.08791810160020065
1,3,2.0,5,48,0,0,1,1,0,0,1,0.08081893791199288
2,1,4.0,8,77,0,1,0,1,0,0,1,0.09030674445951903
1,1,1.0,5,79,0,1,0,1,0,0,1,0.09029671275200923
2,1,5.0,9,54,0,0,1,1,0,1,0,0.0808112175185323
2,3,3.0,13,48,0,0,1,1,0,1,0,0.08692954932538437
2,2,3.0,5,72,0,0,1,1,0,1,0,0.08910975334331427
2,1,3.0,10,86,1,1,0,1,0,1,0,0.09522163292407383
1,1,4.0,6,87,0,0,1,1,0,1,0,0.08635911234117045
1,1,4.0,19,73,0,0,1,1,0,0,1,0.09116754165119105
1,2,5.0,7,50,0,1,0,1,0,0,1,0.07993034207085627
2,4,2.0,6,71,0,0,1,1,0,1,0,0.08829181634256587
1,1,4.0,5,50,0,0,1,1,0,1,0,0.0869623378958096
1,2,1.0,8,49,0,0,1,1,0,1,0,0.07992039586413276
1,1,3.0,3,58,0,0,1,1,0,0,1,0.06985991735671666
1,1,4.0,6,51,0,0,1,1,0,1,0,0.08695050549542094
2,1,5.0,11,61,0,1,0,1,0,0,1,0.08702069409522417
1,1,3.0,1,55,0,1,0,1,0,1,0,0.08789610815466344
1,1,4.0,2,49,0,0,1,1,0,0,1,0.08078843786748978
1,1,5.0,5,65,0,1,0,1,0,1,0,0.08700751046455622
2,1,3.0,7,59,0,0,1,1,0,1,0,0.09403535141113346
1,1,5.0,3,59,1,1,0,1,0,0,1,0.0878743230766555
1,2,4.0,7,65,0,1,0,1,0,1,0,0.08704893937335911
1,1,4.0,3,54,0,1,0,1,0,1,0,0.08695210190640108
1,1,3.0,7,76,0,0,1,1,0,1,0,0.09730352937366175
1,1,5.0,8,50,0,0,1,1,0,1,0,0.07990983055915665
0,1,3.0,4,47,0,0,1,1,0,0,1,0.07990486116343089
1,3,1.0,5,72,0,0,1,0,1,0,1,0.08827633654008595
2,1,5.0,2,56,0,0,1,1,0,0,1,0.08703451333085555
2,1,2.0,4,70,0,1,0,1,0,1,0,0.09530431693678339
1,1,3.0,7,63,0,1,0,1,0,1,0,0.08792729559818917
1,1,5.0,3,63,0,1,0,1,0,0,1,0.08702244910323269
1,1,3.0,10,73,0,1,0,1,0,1,0,0.08915279418540938
0,1,3.0,2,67,0,0,1,1,0,1,0,0.08824576676169267
2,1,2.0,16,51,0,0,1,1,0,1,0,0.08602730080585368
1,1,4.0,14,85,0,0,1,1,0,1,0,0.09157339430938309
2,1,3.0,10,46,0,0,1,1,0,1,0,0.08601581508344425
1,1,5.0,5,59,0,1,0,1,0,0,1,0.08791054183586818
2,1,3.0,8,82,0,0,1,1,0,1,0,0.09155527566090814
1,1,4.0,2,80,0,0,1,1,0,1,0,0.0854131059218191
1,1,4.0,9,47,0,0,1,1,0,1,0,0.08214476274508965
1,1,2.0,7,50,0,0,1,1,0,1,0,0.07987318364080791
1,1,5.0,33,43,0,0,1,1,0,0,1,0.07599914716062035
1,1,4.0,7,64,0,1,0,1,0,1,0,0.08789603760423677
2,2,1.0,4,49,0,1,0,1,0,1,0,0.07986598779283034
1,3,3.0,9,79,0,1,0,1,0,1,0,0.10629260767555464
1,2,3.0,7,61,0,0,1,1,0,1,0,0.09401874206887335
0,1,4.0,6,61,0,1,0,1,0,1,0,0.08788041114713353
1,1,4.0,7,82,0,0,1,1,0,1,0,0.09021722730740706
2,1,3.0,3,69,0,1,0,1,0,1,0,0.09524443511052932
0,1,5.0,2,59,1,0,1,1,0,0,1,0.08114002850429061
2,1,4.0,5,82,0,0,1,1,0,1,0,0.10622789255542293
0,1,5.0,2,86,0,0,1,1,0,1,0,0.0854165332137579
1,1,3.0,4,50,0,1,0,1,0,1,0,0.08688085837846952
2,1,5.0,4,46,0,0,1,1,0,0,1,0.08599312793374443
1,1,3.0,31,71,0,1,0,1,0,1,0,0.09522437697374626
2,1,5.0,10,85,0,0,1,1,0,0,1,0.07544502055435853
1,1,3.0,4,62,1,0,1,0,1,1,0,0.08686286514427836
1,1,3.0,3,79,0,1,0,1,0,1,0,0.09635804052627873
1,2,5.0,3,56,0,1,0,1,0,0,1,0.08789591671569104
0,1,1.0,4,70,0,1,0,1,0,1,0,0.09525586486399391
2,1,5.0,3,59,0,1,0,1,0,0,1,0.09401932707279363
1,1,5.0,7,51,0,1,0,1,0,0,1,0.07989952758339015
2,4,3.0,7,49,0,0,1,1,0,1,0,0.08079321109629335
0,2,5.0,6,84,0,0,1,1,0,0,1,0.08629143299437164
2,2,3.0,5,90,0,0,1,1,0,1,0,0.08153797671109525
1,1,1.0,4,46,0,0,1,1,0,1,0,0.0798884835457638
2,1,3.0,6,82,1,1,0,1,0,1,0,0.08627823171589277
1,1,3.0,3,84,0,0,1,1,0,0,1,0.08548364965717974
2,3,5.0,9,88,0,0,1,1,0,0,1,0.0925108658578725
1,1,2.0,3,59,1,0,1,1,0,0,1,0.09401846638831964
2,3,3.0,8,49,0,0,1,1,0,1,0,0.07989361973098995
2,1,2.0,3,58,0,0,1,1,0,1,0,0.09410653590126272
1,1,5.0,7,58,0,0,1,1,0,0,1,0.0798886567659098
0,1,2.0,7,82,0,0,1,1,0,1,0,0.09114540617363547
2,1,2.0,2,58,0,0,1,1,0,1,0,0.09409535211642095
2,1,4.0,16,79,0,1,0,1,0,0,1,0.09727438539828936
1,1,3.0,5,47,0,1,0,1,0,1,0,0.07988257963822036
1,1,3.0,4,60,0,0,1,1,0,0,1,0.10909594221978179
1,1,3.0,9,81,1,1,0,1,0,0,1,0.0911224384251041
1,2,4.0,2,53,0,0,1,1,0,0,1,0.08230813817355657
0,2,3.0,4,76,0,0,1,1,0,0,1,0.08546577634690078
1,1,1.0,9,50,0,0,1,1,0,1,0,0.08601255011223984
1,1,5.0,5,85,0,0,1,1,0,0,1,0.07633580353010506
0,1,3.0,3,59,0,0,1,1,0,0,1,0.0870094297470113
1,1,3.0,3,78,0,0,1,1,0,1,0,0.09121044476476758
1,2,1.0,5,52,0,0,1,1,0,1,0,0.08083124860315476
0,1,5.0,2,58,0,0,1,1,0,0,1,0.08227745920121148
2,2,5.0,5,81,0,0,1,1,0,0,1,0.07534321617664912
2,2,5.0,3,58,0,0,1,1,0,0,1,0.0813062932388219
1,1,1.0,7,80,0,0,1,1,0,1,0,0.0973222338283241
1,1,5.0,2,75,0,1,0,1,0,0,1,0.09527803342428204
1,1,3.0,7,47,1,0,1,1,0,0,1,0.07986823113225151
2,1,4.0,3,47,1,0,1,1,0,0,1,0.07992650111343769
1,1,4.0,4,64,0,1,0,1,0,0,1,0.08705069881837842
1,1,3.0,4,75,0,0,1,1,0,1,0,0.08916581458411488
1,1,5.0,3,75,1,0,1,1,0,1,0,0.08134037777540802
2,1,3.0,2,86,0,0,1,1,0,0,1,0.07538937352879131
1,1,2.0,3,61,0,0,1,1,0,0,1,0.08797104724704397
2,1,3.0,4,59,1,0,1,1,0,0,1,0.08485389742329082
1,1,2.0,6,85,0,0,1,1,0,1,0,0.09160899218783107
2,1,3.0,4,78,0,0,1,1,0,0,1,0.09639569401509658
1,2,3.0,9,78,0,0,1,1,0,1,0,0.09638371990434584
1,1,1.0,2,53,0,0,1,1,0,1,0,0.08001396920794071
1,1,5.0,7,58,0,1,0,1,0,0,1,0.08797532199310244
1,1,5.0,11,61,0,0,1,1,0,0,1,0.09313501650884927
2,1,4.0,3,83,0,0,1,1,0,1,0,0.08641800097597226
1,1,1.0,3,59,0,1,0,1,0,0,1,0.08155653177554063
1,2,3.0,8,69,0,0,1,1,0,1,0,0.08916862641890243
1,1,3.0,4,49,0,0,1,1,0,1,0,0.08000166298670515
1,1,3.0,23,70,0,0,1,1,0,1,0,0.08915758206858694
1,1,5.0,2,75,1,0,1,1,0,0,1,0.08824478689605858
0,2,3.0,7,68,0,1,0,1,0,1,0,0.09528385120813532
